path,drug_name,analysis_id,source,drug_id,analysis_unit,n_matched,response_sd,eligible
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1012_vorinostat.npz,Vorinostat,GDSC1::1012::Vorinostat,GDSC1,1012,source_drug,914,1.0917665340942664,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1052_ro_3306.npz,RO-3306,GDSC1::1052::RO-3306,GDSC1,1052,source_drug,914,0.9894314730408295,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1020_lenalidomide.npz,Lenalidomide,GDSC1::1020::Lenalidomide,GDSC1,1020,source_drug,914,0.7704145321261944,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1018_veliparib.npz,Veliparib,GDSC1::1018::Veliparib,GDSC1,1018,source_drug,914,0.7254763238713327,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1019_bosutinib.npz,Bosutinib,GDSC1::1019::Bosutinib,GDSC1,1019,source_drug,913,1.316719926703319,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1017_olaparib.npz,Olaparib,GDSC1::1017::Olaparib,GDSC1,1017,source_drug,913,0.9923753199999675,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1030_ku_55933.npz,KU-55933,GDSC1::1030::KU-55933,GDSC1,1030,source_drug,913,0.9147550816249557,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1026_tanespimycin.npz,Tanespimycin,GDSC1::1026::Tanespimycin,GDSC1,1026,source_drug,912,1.7564845854490505,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1022_azd7762.npz,AZD7762,GDSC1::1022::AZD7762,GDSC1,1022,source_drug,912,1.4691196476956219,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1036_plx_4720.npz,PLX-4720,GDSC1::1036::PLX-4720,GDSC1,1036,source_drug,912,1.268796883231677,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1004_vinblastine.npz,Vinblastine,GDSC1::1004::Vinblastine,GDSC1,1004,source_drug,911,1.4197245972452457,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1023_gw441756.npz,GW441756,GDSC1::1023::GW441756,GDSC1,1023,source_drug,911,1.055813880001779,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1043_jnk_inhibitor_viii.npz,JNK Inhibitor VIII,GDSC1::1043::JNK Inhibitor VIII,GDSC1,1043,source_drug,911,0.7834800610631889,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1011_navitoclax.npz,Navitoclax,GDSC1::1011::Navitoclax,GDSC1,1011,source_drug,910,1.7736786206933008,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1024_lestaurtinib.npz,Lestaurtinib,GDSC1::1024::Lestaurtinib,GDSC1,1024,source_drug,910,1.5152411671407529,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1032_afatinib.npz,Afatinib,GDSC1::1032::Afatinib,GDSC1,1032,source_drug,910,1.4563221158006388,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1029_motesanib.npz,Motesanib,GDSC1::1029::Motesanib,GDSC1,1029,source_drug,910,0.9018169982395342,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1069_eht_1864.npz,EHT-1864,GDSC1::1069::EHT-1864,GDSC1,1069,source_drug,910,0.8812095000611821,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1072_avagacestat.npz,Avagacestat,GDSC1::1072::Avagacestat,GDSC1,1072,source_drug,910,0.876888384776212,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1067_cct007093.npz,CCT007093,GDSC2::1067::CCT007093,GDSC2,1067,source_drug,910,0.8603970494323642,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1183_crt0160829.npz,CRT0160829,GDSC1::1183::CRT0160829,GDSC1,1183,source_drug,909,1.196266984223318,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1070_crt0105950.npz,CRT0105950,GDSC1::1070::CRT0105950,GDSC1,1070,source_drug,909,1.1702099060827031,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1184_az20.npz,AZ20,GDSC1::1184::AZ20,GDSC1,1184,source_drug,909,1.1249298852002967,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1187_cct245232.npz,CCT245232,GDSC1::1187::CCT245232,GDSC1,1187,source_drug,909,1.1237125855798837,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1185_ku_60019.npz,KU-60019,GDSC1::1185::KU-60019,GDSC1,1185,source_drug,909,0.9883522820548922,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1175_rucaparib.npz,Rucaparib,GDSC1::1175::Rucaparib,GDSC1,1175,source_drug,909,0.9624274622035931,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1128_fs106.npz,FS106,GDSC1::1128::FS106,GDSC1,1128,source_drug,908,1.2924673554240387,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1186_fs112.npz,FS112,GDSC1::1186::FS112,GDSC1,1186,source_drug,908,1.2831301733759537,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1021_axitinib.npz,Axitinib,GDSC1::1021::Axitinib,GDSC1,1021,source_drug,908,1.2517700385043922,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1149_tw_37.npz,TW 37,GDSC1::1149::TW 37,GDSC1,1149,source_drug,908,1.1579406483972714,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1010_gefitinib.npz,Gefitinib,GDSC1::1010::Gefitinib,GDSC1,1010,source_drug,908,1.080195388991337,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1188_cct245467.npz,CCT245467,GDSC1::1188::CCT245467,GDSC1,1188,source_drug,908,1.0692206568010227,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1038_nu7441.npz,NU7441,GDSC1::1038::NU7441,GDSC1,1038,source_drug,908,0.9022118028036529,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1028_vx_702.npz,VX-702,GDSC1::1028::VX-702,GDSC1,1028,source_drug,908,0.8633405265715007,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1136_capivasertib.npz,Capivasertib,GDSC1::1136::Capivasertib,GDSC1,1136,source_drug,907,1.6848295396751163,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1135_azd4547.npz,AZD4547,GDSC1::1135::AZD4547,GDSC1,1135,source_drug,907,1.4686657769404885,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1133_serdemetan.npz,Serdemetan,GDSC1::1133::Serdemetan,GDSC1,1133,source_drug,907,0.9767608991184791,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_2039_agk2.npz,AGK2,GDSC2::2039::AGK2,GDSC2,2039,source_drug,907,0.9249255194457572,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1386_doxorubicin.npz,Doxorubicin,GDSC1::1386::Doxorubicin,GDSC1,1386,source_drug,906,1.3871444249150082,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1001_aica_ribonucleotide.npz,AICA Ribonucleotide,GDSC1::1001::AICA Ribonucleotide,GDSC1,1001,source_drug,906,1.2626574365256111,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1071_crt0105446.npz,CRT0105446,GDSC1::1071::CRT0105446,GDSC1,1071,source_drug,906,0.9376285115616645,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1067_cct007093.npz,CCT007093,GDSC1::1067::CCT007093,GDSC1,1067,source_drug,906,0.7251637724993705,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1378_bleomycin_50_um.npz,Bleomycin (50 uM),GDSC1::1378::Bleomycin (50 uM),GDSC1,1378,source_drug,905,2.0536125155603857,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1432_azd1480.npz,AZD1480,GDSC1::1432::AZD1480,GDSC1,1432,source_drug,905,1.1095343068857557,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1449_azd1208.npz,AZD1208,GDSC1::1449::AZD1208,GDSC1,1449,source_drug,905,1.0410206959433679,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1006_cytarabine.npz,Cytarabine,GDSC1::1006::Cytarabine,GDSC1,1006,source_drug,904,1.5739016662501186,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1402_azd7762.npz,AZD7762,GDSC1::1402::AZD7762,GDSC1,1402,source_drug,904,1.45202210138047,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1393_gemcitabine.npz,Gemcitabine,GDSC1::1393::Gemcitabine,GDSC1,1393,source_drug,904,1.4253749634953596,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1009_tretinoin.npz,Tretinoin,GDSC1::1009::Tretinoin,GDSC1,1009,source_drug,904,1.2837389972289266,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1170_cct_018159.npz,CCT-018159,GDSC1::1170::CCT-018159,GDSC1,1170,source_drug,904,1.0608536344505348,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1433_jak1_3715.npz,JAK1_3715,GDSC1::1433::JAK1_3715,GDSC1,1433,source_drug,904,0.8963191627324314,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1496_cisplatin.npz,Cisplatin,GDSC1::1496::Cisplatin,GDSC1,1496,source_drug,903,1.2288379121149007,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1394_azd6738.npz,AZD6738,GDSC1::1394::AZD6738,GDSC1,1394,source_drug,903,1.1952602839366957,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1463_azd1332.npz,AZD1332,GDSC1::1463::AZD1332,GDSC1,1463,source_drug,903,1.170959589934353,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1059_azd8055.npz,AZD8055,GDSC1::1059::AZD8055,GDSC1,1059,source_drug,903,1.074163945537478,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1421_fgfr_0939.npz,FGFR_0939,GDSC1::1421::FGFR_0939,GDSC1,1421,source_drug,903,0.9579546566627014,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1403_azd6094.npz,AZD6094,GDSC1::1403::AZD6094,GDSC1,1403,source_drug,903,0.9162055534083325,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1459_parp_0108.npz,PARP_0108,GDSC1::1459::PARP_0108,GDSC1,1459,source_drug,902,1.8974856940879945,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1392_bleomycin_10_um.npz,Bleomycin (10 uM),GDSC1::1392::Bleomycin (10 uM),GDSC1,1392,source_drug,902,1.8423955447771592,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1031_elesclomol.npz,Elesclomol,GDSC1::1031::Elesclomol,GDSC1,1031,source_drug,902,1.7002338387276519,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1058_pictilisib.npz,Pictilisib,GDSC1::1058::Pictilisib,GDSC1,1058,source_drug,902,1.4428431798061547,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1441_azd2014.npz,AZD2014,GDSC1::1441::AZD2014,GDSC1,1441,source_drug,902,1.2949718485353234,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1453_raf_9304.npz,RAF_9304,GDSC1::1453::RAF_9304,GDSC1,1453,source_drug,902,1.2939236733300072,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1434_jak3_7406.npz,JAK3_7406,GDSC1::1434::JAK3_7406,GDSC1,1434,source_drug,902,1.129170831029318,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1407_dyrk1b_0191.npz,Dyrk1b_0191,GDSC1::1407::Dyrk1b_0191,GDSC1,1407,source_drug,902,1.1291204449673453,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1382_azd3514.npz,AZD3514,GDSC1::1382::AZD3514,GDSC1,1382,source_drug,902,0.9677749074338602,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1461_tank_1366.npz,TANK_1366,GDSC1::1461::TANK_1366,GDSC1,1461,source_drug,902,0.935904932055252,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1464_ttk_3146.npz,TTK_3146,GDSC1::1464::TTK_3146,GDSC1,1464,source_drug,902,0.9345387689688471,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1437_mct4_1422.npz,MCT4_1422,GDSC1::1437::MCT4_1422,GDSC1,1437,source_drug,902,0.8586618763208217,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1409_azd4877.npz,AZD4877,GDSC1::1409::AZD4877,GDSC1,1409,source_drug,901,1.5314401748674442,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1422_fgfr_3831.npz,FGFR_3831,GDSC1::1422::FGFR_3831,GDSC1,1422,source_drug,901,1.3383347354889712,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1060_pd0325901.npz,PD0325901,GDSC1::1060::PD0325901,GDSC1,1060,source_drug,900,1.9155293441212957,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1015_ci_1040.npz,CI-1040,GDSC1::1015::CI-1040,GDSC1,1015,source_drug,900,1.3957356917628494,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1057_dactolisib.npz,Dactolisib,GDSC1::1057::Dactolisib,GDSC1,1057,source_drug,900,1.2484659357378687,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1425_bptes.npz,BPTES,GDSC1::1425::BPTES,GDSC1,1425,source_drug,900,1.1979474916057955,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1401_azd5438.npz,AZD5438,GDSC1::1401::AZD5438,GDSC1,1401,source_drug,900,0.8960365237074032,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1460_parp_9482.npz,PARP_9482,GDSC1::1460::PARP_9482,GDSC1,1460,source_drug,899,2.1560990338921227,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1430_igfr_3801.npz,IGFR_3801,GDSC1::1430::IGFR_3801,GDSC1,1430,source_drug,899,1.6079601503863072,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1413_ephb4_9721.npz,EphB4_9721,GDSC1::1413::EphB4_9721,GDSC1,1413,source_drug,899,1.582416700271454,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1416_azd8931.npz,AZD8931,GDSC1::1416::AZD8931,GDSC1,1416,source_drug,899,1.486487714979959,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1444_azd8186.npz,AZD8186,GDSC1::1444::AZD8186,GDSC1,1444,source_drug,899,1.2049870755488545,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1195_fy026.npz,FY026,GDSC1::1195::FY026,GDSC1,1195,source_drug,899,1.1209294680586221,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1129_pf_4708671.npz,PF-4708671,GDSC1::1129::PF-4708671,GDSC1,1129,source_drug,899,0.9100222531841562,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1379_zl109.npz,ZL109,GDSC1::1379::ZL109,GDSC1,1379,source_drug,899,0.9063936062726697,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1414_fulvestrant.npz,Fulvestrant,GDSC1::1414::Fulvestrant,GDSC1,1414,source_drug,899,0.8471941674356979,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1039_sl0101.npz,SL0101,GDSC1::1039::SL0101,GDSC1,1039,source_drug,899,0.8237271745944625,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1236_unc0638.npz,UNC0638,GDSC1::1236::UNC0638,GDSC1,1236,source_drug,898,1.3617430648852389,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1426_azd7969.npz,AZD7969,GDSC1::1426::AZD7969,GDSC1,1426,source_drug,898,1.235608390795963,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1219_pfi_1.npz,PFI-1,GDSC1::1219::PFI-1,GDSC1,1219,source_drug,898,1.0795395310771485,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_449_cd532.npz,CD532,GDSC1::449::CD532,GDSC1,449,source_drug,898,0.9947148164448436,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1198_fy012.npz,FY012,GDSC1::1198::FY012,GDSC1,1198,source_drug,898,0.9781483352955341,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_356_at7867.npz,AT7867,GDSC1::356::AT7867,GDSC1,356,source_drug,897,1.4707702337562794,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_366_tws119.npz,TWS119,GDSC1::366::TWS119,GDSC1,366,source_drug,897,1.367386732104375,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1446_pi3ka_4409.npz,PI3Ka_4409,GDSC1::1446::PI3Ka_4409,GDSC1,1446,source_drug,897,1.2474455000353648,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1371_plx_4720.npz,PLX-4720,GDSC1::1371::PLX-4720,GDSC1,1371,source_drug,897,1.2260215687537996,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_407_kb_nb_142_70.npz,kb NB 142-70,GDSC1::407::kb NB 142-70,GDSC1,407,source_drug,897,1.1842830796976043,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1197_zl049.npz,ZL049,GDSC1::1197::ZL049,GDSC1,1197,source_drug,897,1.1351684078793987,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_342_tenovin_6.npz,Tenovin-6,GDSC1::342::Tenovin-6,GDSC1,342,source_drug,897,1.0799949462930738,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_372_pilaralisib.npz,Pilaralisib,GDSC1::372::Pilaralisib,GDSC1,372,source_drug,897,1.0396044323592037,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_375_voxtalisib.npz,Voxtalisib,GDSC1::375::Voxtalisib,GDSC1,375,source_drug,897,0.9667407747246596,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_406_limk1_inhibitor_bms4.npz,LIMK1 inhibitor BMS4,GDSC1::406::LIMK1 inhibitor BMS4,GDSC1,406,source_drug,897,0.9335994288699602,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1042_doramapimod.npz,Doramapimod,GDSC1::1042::Doramapimod,GDSC1,1042,source_drug,897,0.858669060478145,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1251_n22899_6_c1.npz,N22899-6-C1,GDSC1::1251::N22899-6-C1,GDSC1,1251,source_drug,897,0.8332658136646762,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1230_iox2.npz,IOX2,GDSC1::1230::IOX2,GDSC1,1230,source_drug,897,0.7122266298439467,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1252_n23918_95_7.npz,N23918-95-7,GDSC1::1252::N23918-95-7,GDSC1,1252,source_drug,897,0.7100715463921614,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_447_etp_45835.npz,ETP-45835,GDSC1::447::ETP-45835,GDSC1,447,source_drug,897,0.6411140042359289,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_408_sphingosine_kinase_1_inhibitor_ii.npz,Sphingosine Kinase 1 Inhibitor II,GDSC1::408::Sphingosine Kinase 1 Inhibitor II,GDSC1,408,source_drug,897,0.5540692194164613,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_380_bibf_1120.npz,BIBF-1120,GDSC1::380::BIBF-1120,GDSC1,380,source_drug,896,1.5836526129451716,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1016_temsirolimus.npz,Temsirolimus,GDSC1::1016::Temsirolimus,GDSC1,1016,source_drug,896,1.575132407949578,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_285_su11274.npz,SU11274,GDSC1::285::SU11274,GDSC1,285,source_drug,896,1.2116878400879851,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_376_brivanib_bms_540215.npz,"Brivanib, BMS-540215","GDSC1::376::Brivanib, BMS-540215",GDSC1,376,source_drug,896,1.0834726139999946,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1419_fen1_3940.npz,FEN1_3940,GDSC1::1419::FEN1_3940,GDSC1,1419,source_drug,896,0.985417599170645,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1086_bi_2536.npz,BI-2536,GDSC2::1086::BI-2536,GDSC2,1086,source_drug,895,2.4365208830470255,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1490_sn_38.npz,SN-38,GDSC1::1490::SN-38,GDSC1,1490,source_drug,895,2.209055194653282,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1014_refametinib.npz,Refametinib,GDSC1::1014::Refametinib,GDSC1,1014,source_drug,895,1.7510622209070832,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1016_temsirolimus.npz,Temsirolimus,GDSC2::1016::Temsirolimus,GDSC2,1016,source_drug,895,1.7035154453719676,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1458_parp_9495.npz,PARP_9495,GDSC1::1458::PARP_9495,GDSC1,1458,source_drug,895,1.2675019326755799,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_264_acy_1215.npz,ACY-1215,GDSC1::264::ACY-1215,GDSC1,264,source_drug,895,1.267403481067531,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1445_azd8835.npz,AZD8835,GDSC1::1445::AZD8835,GDSC1,1445,source_drug,895,1.2156011021810054,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_284_jnj38877605.npz,JNJ38877605,GDSC1::284::JNJ38877605,GDSC1,284,source_drug,895,1.0047566980821572,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1243_piperlongumine.npz,Piperlongumine,GDSC1::1243::Piperlongumine,GDSC1,1243,source_drug,895,0.9557141877545928,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1194_sb505124.npz,SB505124,GDSC1::1194::SB505124,GDSC1,1194,source_drug,895,0.8857860900140583,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1199_tamoxifen.npz,Tamoxifen,GDSC1::1199::Tamoxifen,GDSC1,1199,source_drug,895,0.7628305099591258,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_289_kin001_042.npz,KIN001-042,GDSC1::289::KIN001-042,GDSC1,289,source_drug,895,0.7023115534296753,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1428_iap_5620.npz,IAP_5620,GDSC1::1428::IAP_5620,GDSC1,1428,source_drug,894,1.7101196424916127,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_362_ci_1033.npz,CI-1033,GDSC1::362::CI-1033,GDSC1,362,source_drug,894,1.459645794183116,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1196_fy069.npz,FY069,GDSC1::1196::FY069,GDSC1,1196,source_drug,894,1.0967286522882282,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_409_eef2k_inhibitor_a_484954.npz,"eEF2K Inhibitor, A-484954","GDSC1::409::eEF2K Inhibitor, A-484954",GDSC1,409,source_drug,894,0.5563860626167806,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1429_iap_7638.npz,IAP_7638,GDSC1::1429::IAP_7638,GDSC1,1429,source_drug,893,1.5157574912674927,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1192_gsk269962a.npz,GSK269962A,GDSC1::1192::GSK269962A,GDSC1,1192,source_drug,893,1.385533424248042,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_221_tak_715.npz,TAK-715,GDSC1::221::TAK-715,GDSC1,221,source_drug,893,1.1807418771033888,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1091_bms_536924.npz,BMS-536924,GDSC1::1091::BMS-536924,GDSC1,1091,source_drug,893,1.1592860719708695,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_203_bms_345541.npz,BMS-345541,GDSC1::203::BMS-345541,GDSC1,203,source_drug,893,1.0894018038252975,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_206_ruxolitinib.npz,Ruxolitinib,GDSC1::206::Ruxolitinib,GDSC1,206,source_drug,893,0.8915888814037326,True
